c5_id,input,prediction_strings,results
20000524042749A,"{'doc_key': 'faa/2346_20000524042749A', 'sentences': {0: ['(', '-23', ')', 'ken', 'shauman', 'and', 'myself', 'investigated', 'the', 'fatal', 'aircraft', 'accident', '.'], 1: ['from', 'witness', 'reports', 'and', 'site', 'investigation', ':']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 1: [13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (1, 0), 14: (1, 1), 15: (1, 2), 16: (1, 3), 17: (1, 4), 18: (1, 5), 19: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000519027599I,"{'doc_key': 'faa/2347_20000519027599I', 'sentences': {0: ['(', '-23', ')', 'the', 'aircraft', 'engine', 'lost', 'power', 'after', '45', 'mintues', 'of', 'aerial', 'application', '.'], 1: ['on', 'the', 'emergency', 'landing', 'on', 'county', 'road']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 1: [15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (1, 0), 16: (1, 1), 17: (1, 2), 18: (1, 3), 19: (1, 4), 20: (1, 5), 21: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000519027599I,"{'doc_key': 'faa/2347_20000519027599I', 'sentences': {0: ['(', '-23', ')', 'the', 'aircraft', 'engine', 'lost', 'power', 'after', '45', 'mintues', 'of', 'aerial', 'application', '.'], 1: ['on', 'the', 'emergency', 'landing', 'on', 'county', 'road']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 1: [15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (1, 0), 16: (1, 1), 17: (1, 2), 18: (1, 3), 19: (1, 4), 20: (1, 5), 21: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000618042519A,"{'doc_key': 'faa/2348_20000618042519A', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'departed', 'westfield', ',', 'in', 'airport', 'at', 'app', '16:30', 'est', '.'], 1: ['aircraft', 'reported', 'lost', 'power', 'shortly', 'after', 'take', 'off']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 1: [14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (1, 0), 15: (1, 1), 16: (1, 2), 17: (1, 3), 18: (1, 4), 19: (1, 5), 20: (1, 6), 21: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000618042519A,"{'doc_key': 'faa/2348_20000618042519A', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'departed', 'westfield', ',', 'in', 'airport', 'at', 'app', '16:30', 'est', '.'], 1: ['aircraft', 'reported', 'lost', 'power', 'shortly', 'after', 'take', 'off']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 1: [14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (1, 0), 15: (1, 1), 16: (1, 2), 17: (1, 3), 18: (1, 4), 19: (1, 5), 20: (1, 6), 21: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}","aircraft ## reported lost power -> ( -23 ) aircraft ## departed westfield , ;;"
20000527018049I,"{'doc_key': 'faa/2349_20000527018049I', 'sentences': {0: ['(', '-23', ')', 'no', 'narrative', 'available', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000422027739I,"{'doc_key': 'faa/2350_20000422027739I', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'landed', 'long', 'and', 'went', 'off', 'of', 'end', 'of', 'runway', '18', 'into', 'the', 'grass', '.'], 1: ['runway', 'was', 'closed', 'for', 'eleven', 'minutes', 'bec']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 1: [18, 19, 20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (1, 0), 19: (1, 1), 20: (1, 2), 21: (1, 3), 22: (1, 4), 23: (1, 5), 24: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000422027739I,"{'doc_key': 'faa/2350_20000422027739I', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'landed', 'long', 'and', 'went', 'off', 'of', 'end', 'of', 'runway', '18', 'into', 'the', 'grass', '.'], 1: ['runway', 'was', 'closed', 'for', 'eleven', 'minutes', 'bec']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 1: [18, 19, 20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (1, 0), 19: (1, 1), 20: (1, 2), 21: (1, 3), 22: (1, 4), 23: (1, 5), 24: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",runway ## was closed for -> runway 18 ## into the grass ;;
20000610019919I,"{'doc_key': 'faa/2351_20000610019919I', 'sentences': {0: ['(', '-23', ')', 'the', 'pilot', 'stated', 'that', 'approximately', 'one', 'hour', 'into', 'the', 'flight', 'oil', 'sprayed', 'over', 'the', 'windshield', ',', 'engine', 'power', 'de']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000625032189I,"{'doc_key': 'faa/2352_20000625032189I', 'sentences': {0: ['(', '-23', ')', 'northwest', 'airlines', 'dc-10', 'boeing', 'pushed', 'back', 'for', 'repositioning', 'off', 'of', 'gate', 'b-52', 'struck', 'a', 'continental', 'airlines', 'd']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000528011419A,"{'doc_key': 'faa/2353_20000528011419A', 'sentences': {0: ['(', '-23', ')', 'on', '5/28/00', '@', '1159', 'pdt', ',', 'aircraft', 'n467yv', 'a', 'piper', 'pa46-310p', ',', 'amlbu', 'experienced', 'possible', 'engine', 'problems', 'right', 'af']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000626034149I,"{'doc_key': 'faa/2354_20000626034149I', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'had', 'engine', 'power', 'loss', 'between', 'roseburg', 'to', 'red', 'bluff', '.'], 1: ['pilot', 'declared', 'emergency', 'and', 'descended', 'from', '7500']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 1: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (1, 0), 15: (1, 1), 16: (1, 2), 17: (1, 3), 18: (1, 4), 19: (1, 5), 20: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000626034149I,"{'doc_key': 'faa/2354_20000626034149I', 'sentences': {0: ['(', '-23', ')', 'aircraft', 'had', 'engine', 'power', 'loss', 'between', 'roseburg', 'to', 'red', 'bluff', '.'], 1: ['pilot', 'declared', 'emergency', 'and', 'descended', 'from', '7500']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 1: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (1, 0), 15: (1, 1), 16: (1, 2), 17: (1, 3), 18: (1, 4), 19: (1, 5), 20: (1, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000512008589A,"{'doc_key': 'faa/2355_20000512008589A', 'sentences': {0: ['(', '-23', ')', 'the', 'model', 'b55', 'baron', 'was', 'loaded', 'with', 'a', 'total', 'of', 'six', 'adult', 'male', 'occupants', ',', 'baggage', ',', '126', 'pounds', 'of', 'additional', 'ba']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (0, 22), 23: (0, 23), 24: (0, 24)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}",{0: ''},None [+ E]
20000426010729A,"{'doc_key': 'faa/2356_20000426010729A', 'sentences': {0: ['(', '-23', ')', 'the', 'pilot', 'was', 'on', 'a', 'cross', 'country', 'flight', 'from', 'justin', ',', 'tx', '.'], 1: ['to', 'des', 'moines', ',', 'iowa', '.'], 2: ['he', 'stated', 'that', 'the', 'engine', 'lost']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 1: [16, 17, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (1, 0), 17: (1, 1), 18: (1, 2), 19: (1, 3), 20: (1, 4), 21: (1, 5), 22: (2, 0), 23: (2, 1), 24: (2, 2), 25: (2, 3), 26: (2, 4), 27: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_'), (27, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
20000426010729A,"{'doc_key': 'faa/2356_20000426010729A', 'sentences': {0: ['(', '-23', ')', 'the', 'pilot', 'was', 'on', 'a', 'cross', 'country', 'flight', 'from', 'justin', ',', 'tx', '.'], 1: ['to', 'des', 'moines', ',', 'iowa', '.'], 2: ['he', 'stated', 'that', 'the', 'engine', 'lost']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 1: [16, 17, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (1, 0), 17: (1, 1), 18: (1, 2), 19: (1, 3), 20: (1, 4), 21: (1, 5), 22: (2, 0), 23: (2, 1), 24: (2, 2), 25: (2, 3), 26: (2, 4), 27: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_'), (27, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
20000426010729A,"{'doc_key': 'faa/2356_20000426010729A', 'sentences': {0: ['(', '-23', ')', 'the', 'pilot', 'was', 'on', 'a', 'cross', 'country', 'flight', 'from', 'justin', ',', 'tx', '.'], 1: ['to', 'des', 'moines', ',', 'iowa', '.'], 2: ['he', 'stated', 'that', 'the', 'engine', 'lost']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 1: [16, 17, 18, 19, 20, 21], 2: [22, 23, 24, 25, 26, 27]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (1, 0), 17: (1, 1), 18: (1, 2), 19: (1, 3), 20: (1, 4), 21: (1, 5), 22: (2, 0), 23: (2, 1), 24: (2, 2), 25: (2, 3), 26: (2, 4), 27: (2, 5)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_'), (27, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",he ## stated that the -> the pilot ## was on a ;;
20000823008769A,"{'doc_key': 'faa/2357_20000823008769A', 'sentences': {0: ['(', '-23', ')', 'on', 'takeoff', 'at', '50', 'to', '70', 'feet', 'agl', 'the', 'engine', 'on', 'n800rh', 'quit', 'with', 'the', 'right', 'tank', 'selected', '.'], 1: ['due', 'to', 'the', 'short', 'dis']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], 1: [22, 23, 24, 25, 26]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (0, 12), 13: (0, 13), 14: (0, 14), 15: (0, 15), 16: (0, 16), 17: (0, 17), 18: (0, 18), 19: (0, 19), 20: (0, 20), 21: (0, 21), 22: (1, 0), 23: (1, 1), 24: (1, 2), 25: (1, 3), 26: (1, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_'), (22, '_'), (23, '_'), (24, '_'), (25, '_'), (26, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
